,id,Profession,annee_sour,source,Professi_1,localisati,détail,ind_Nom,indiv_titr,associé_n,successeur,ancienne m,nbre_adres,activités,annee_expo,nom_boutiq,type_rue,article_ru,nom_rue,num_rue,cpltnum_ru,ville_rue,autre_vill,infos_rue,unnamed_1,quart/sect,arrondisse,unnamed_2,unnamed_3,geocoder_t,geocoder_s,a_corriger,lon,lat,address,type_1,geometry.type_1,geometry.lng_1,geometry.lat_1,properties.label_1,properties.score_1,properties.id_1,properties.type_1,properties.x_1,properties.y_1,properties.importance_1,properties.name_1,properties.postcode_1,properties.citycode_1,properties.city_1,properties.district_1,properties.context_1,properties.housenumber_1,properties.street_1
235,246,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,"salomon, isaac",,,,,,châles d elaine et mérinos en gros,,,rue,du,grenier saint lazare,16,,sainte avoie,7.0,,,,,,,precise_geocoding,jacoubetl_paris,1,2.35337271219067,48.86298339215771,16  rue du grenier saint lazare,Feature,Point,2.353603,48.862967,16 Rue du Grenier Saint-lazare 75003 Paris,0.9547799999999999,75103_4320_00016,housenumber,652577.72,6862742.42,0.50258,16 Rue du Grenier Saint-lazare,75003,75103,Paris,Paris 3e Arrondissement,"75, Paris, Île-de-France",16,Rue du Grenier Saint-lazare
236,247,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,limagne dit pascal,,,,,,fab laine,,,rue,du,grenier saint lazare,28,,sainte avoie,7.0,,,,,,,precise_geocoding,jacoubet_paris,1,2.35301827769788,48.863093441659295,28  rue du grenier saint lazare,Feature,Point,2.353144,48.863097,28 Rue du Grenier Saint-lazare 75003 Paris,0.9547799999999999,75103_4320_00028,housenumber,652544.24,6862757.11,0.50258,28 Rue du Grenier Saint-lazare,75003,75103,Paris,Paris 3e Arrondissement,"75, Paris, Île-de-France",28,Rue du Grenier Saint-lazare
237,248,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,lelievre & despallierres,,,,,,"cachemire, laine et bourre de soie",,,rue,,coquillière,29,,banque,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34181450143212,48.86400812719,29  rue  coquillière,Feature,Point,2.341592,48.86414,29 Rue Coquillière 75001 Paris,0.951320909090909,75101_2318_00029,housenumber,651697.7,6862880.08,0.46453,29 Rue Coquillière,75001,75101,Paris,Paris 1er Arrondissement,"75, Paris, Île-de-France",29,Rue Coquillière
238,249,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,crespin & pom amery,,,,,,en gros,,,rue,,croix des petits champs,39,,banque,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3399933435618303,48.8643755239211,39  rue  croix des petits champs,Feature,Point,2.340317,48.864808,39 Rue Croix des Petits Champs 75001 Paris,0.951320909090909,75101_2453_00039,housenumber,651604.76,6862955.19,0.46453,39 Rue Croix des Petits Champs,75001,75101,Paris,Paris 1er Arrondissement,"75, Paris, Île-de-France",39,Rue Croix des Petits Champs
239,250,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,mabille aîné & co,,,,,,"dépôt des art de lyon, gange et nismes",,,place,des,victoires,1,,banque,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3407108153809397,48.865487707365105,1  place des victoires,Feature,Point,2.340781,48.865503,1 Place des Victoires 75001 Paris,0.951320909090909,75101_9741_00001,housenumber,651639.43,6863032.12,0.46453,1 Place des Victoires,75001,75101,Paris,Paris 1er Arrondissement,"75, Paris, Île-de-France",1,Place des Victoires
240,251,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,gaussen aîné,,,,,,f en cachemire et nouveautés,,,place,des,victoires,2,,banque,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34052838119063,48.865715849687994,2  place des victoires,Feature,Point,2.340648,48.865666,2 Place des Victoires 75001 Paris,0.951320909090909,75101_9741_00002,housenumber,651629.84,6863050.33,0.46453,2 Place des Victoires,75001,75101,Paris,Paris 1er Arrondissement,"75, Paris, Île-de-France",2,Place des Victoires
241,252,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,séguier jeune & co,,,,,,,,,place,des,victoires,2,,banque,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34052648537187,48.865716771534395,2  place des victoires,Feature,Point,2.340648,48.865666,2 Place des Victoires 75001 Paris,0.951320909090909,75101_9741_00002,housenumber,651629.84,6863050.33,0.46453,2 Place des Victoires,75001,75101,Paris,Paris 1er Arrondissement,"75, Paris, Île-de-France",2,Place des Victoires
242,253,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,blay père & fils,,,,,,,,,place,des,victoires,4,,banque,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34052262995503,48.8657800729679,4  place des victoires,Feature,Point,2.340635,48.86578,4 Place des Victoires 75001 Paris,0.951320909090909,75101_9741_00004,housenumber,651629.01,6863062.99,0.46453,4 Place des Victoires,75001,75101,Paris,Paris 1er Arrondissement,"75, Paris, Île-de-France",4,Place des Victoires
243,254,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,"desolme jeune ; juillerat, ed & co",,,,,,"fab cachemire, maison réputée pour la perfection de ses tissus, l'élégance et la variété de ses dessins : créateurs de châles exactement sans envers",,,place,des,victoires,4,,banque,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3405241117919,48.8657802668939,4  place des victoires,Feature,Point,2.340635,48.86578,4 Place des Victoires 75001 Paris,0.951320909090909,75101_9741_00004,housenumber,651629.01,6863062.99,0.46453,4 Place des Victoires,75001,75101,Paris,Paris 1er Arrondissement,"75, Paris, Île-de-France",4,Place des Victoires
244,255,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,dimpre & co,,,,,,et mérinos ; fab à rethel,,,place,des,victoires,4,,banque,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3405235016392996,48.8657800107812,4  place des victoires,Feature,Point,2.340635,48.86578,4 Place des Victoires 75001 Paris,0.951320909090909,75101_9741_00004,housenumber,651629.01,6863062.99,0.46453,4 Place des Victoires,75001,75101,Paris,Paris 1er Arrondissement,"75, Paris, Île-de-France",4,Place des Victoires
245,256,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,"lenfant, césar",,,,,,fab façon cachemire et banios,,,rue,,bourbon villeneuve,5,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3477636322058704,48.8680919667204,5  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.35811467532467534,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
246,257,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,legoupy,,,,,,f façon cachemire et barèges ; fab à bohain,,,rue,de,bourbon villeneuve,7,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3479178335490696,48.86813124070379,7  rue de bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.4360367532467532,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
247,258,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,gervaise,,,,,,fab châles brochés façon cachemire et nouveautés,,,rue,,bourbon villeneuve,9,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3480698852993998,48.8681745778629,9  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.35811467532467534,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
248,259,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,gras hachez & co,,,,,,fab,,,rue,,bourbon villeneuve,11,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34820493933027,48.86821423881911,11  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.3494566666666666,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
249,260,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,lereuil,,,,,,"f brochés façon cachemire, barèges et nouveautés",,,rue,,bourbon villeneuve,11,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3482068156631,48.8682148705635,11  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.3494566666666666,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
250,261,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,allard,,,,,,"fab et barèges, nouveautés, laine, cachemire, grenadine, etc",,,rue,,bourbon villeneuve,14,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34785199827803,48.8680121427126,14  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.3494566666666666,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
251,262,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,trouillet mathieu,,,,,,"fab châles laine brochés, façon cachemire",,,rue,,bourbon villeneuve,14,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3478529364386804,48.86801245858771,14  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.3494566666666666,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
252,263,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,sauvage & dehelly,,,,,,,,,rue,,bourbon villeneuve,22,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34889199940867,48.868318800487096,22  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.3494566666666666,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
253,264,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,"mariage, l ; grebert & co",,,,,,f nouveautés en laine et soie et laine pure,,,rue,,bourbon villeneuve,23,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34891130123901,48.868419025495605,23  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.3494566666666666,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
254,265,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,mascré,,,,,,"fab cachemires et autres ; rue bourbon villeneuve 24 et rue du faubourg saint martin, 13 ; fab à fresnoy le grand",,,rue,,bourbon villeneuve,24,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34905452985321,48.86836727085999,24  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.3494566666666666,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
255,266,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,"couillard, f & co",,,,,,fab en laine et gaze de soie,,,rue,,bourbon villeneuve,26,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3493962190190603,48.8684701292451,26  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.3494566666666666,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
256,267,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,barbe,,,,,,"fab brochés laine, imitation de cachemire",,,rue,,bourbon villeneuve,28,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3497978399792596,48.8685795392869,28  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.3494566666666666,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
257,268,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,carli,,,,,,f façon cachemire,,,rue,,bourbon villeneuve,29,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34922337170648,48.8685128031692,29  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.3494566666666666,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
258,269,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,dufour & fournier,,,,,,fab façon cachemire et barèges,,,rue,,bourbon villeneuve,30,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34998236670036,48.8686324980611,30  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.3494566666666666,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
259,270,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,delbarre,,,,,,fab,,,rue,,bourbon villeneuve,31,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34932257530364,48.8685432244355,31  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.3494566666666666,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
260,271,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,"denis, j",,,,,,fab,,,rue,,bourbon villeneuve,34,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3501544042394,48.86868047405851,34  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.3494566666666666,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
261,272,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,nouvion & bonbart,,,,,,"f châles, barèges et nouv",,,rue,,bourbon villeneuve,35,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34975104473172,48.868677989220295,35  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.3494566666666666,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
262,273,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,vastel ; gabelle & co,,,,,,"fab gaçon cachemire, gazes, voiles et nouveautés",,,rue,,bourbon villeneuve,36,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3503081154364303,48.8687264556796,36  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.3494566666666666,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
263,274,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,sarazin frères & lhote,,,,,,"f ch en laine brochée façon cachemire, barèges et nouveautés ; fab à fresnoy le grand",,,rue,,bourbon villeneuve,39,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3499186743559597,48.86872007332501,39  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.3494566666666666,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
264,275,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,laisney,,,,,,fab cachem et laine brochés,,,rue,,bourbon villeneuve,41,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3501951231887,48.8687945537403,41  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.3494566666666666,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
265,276,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,gaudin,,,,,,fab,,,rue,,bourbon villeneuve,45,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3505095851596804,48.8688988936139,45  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.3494566666666666,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
266,277,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,bienvenu & co,,,,,,"fab brochés, cachemires, barèges, gazes et nouveautés",,,rue,,bourbon villeneuve,46,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3509138293625,48.8689091498549,46  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.3494566666666666,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
267,278,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,petit samson,,,,,,"fab châles de laine façon cachemire, barèges, banios et nouveautés ; fab à grouges, près saint quentin",,,rue,,bourbon villeneuve,50,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3511489238946,48.86898463893289,50  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.3494566666666666,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
268,279,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,ternois,,,,,,"fab chales brochés, gazes, barèges et nouveautés",,,rue,,bourbon villeneuve,55,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35111145782299,48.8690715938914,55  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.3494566666666666,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
269,280,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,barrier & co,,,,,,fab brochés façn cachemire et nouveautés,,,rue,,bourbon villeneuve,57,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35129476277943,48.869125481019495,57  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.3494566666666666,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
270,281,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,charlin,,,,,,fab,,,rue,,bourbon villeneuve,58,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3517857147944503,48.8691822712372,58  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.3494566666666666,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
271,282,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,charlin,,,,,,fab façon cachemire,,,rue,,saint denis,345,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35162250552285,48.8680654621323,345  rue  saint denis,Feature,Point,2.350142,48.86375,Rue Saint-denis 75002 Paris,0.7503025252525252,75102_8525,street,652324.58,6862831.55,0.47555,Rue Saint-denis,75002,75102,Paris,Paris 2e Arrondissement,"75, Paris, Île-de-France",,
272,283,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,brasseur,,,,,,fab,,,rue,,saint denis,361,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35176340972067,48.868418932146206,361  rue  saint denis,Feature,Point,2.350142,48.86375,Rue Saint-denis 75002 Paris,0.7503025252525252,75102_8525,street,652324.58,6862831.55,0.47555,Rue Saint-denis,75002,75102,Paris,Paris 2e Arrondissement,"75, Paris, Île-de-France",,
273,1470,dentelles et blondes (marchands de),1815,,B1815,,,"dufresne, gabriel",,,,,,"toiles, lie, nouveautés et blondes de soie",,,rue,,saint denis,97,,,,,marchés,4.0,,,,precise_geocoding,jacoubet_paris,1,2.3486311222307403,48.8610799676834,97  rue  saint denis,Feature,Point,2.349365,48.862353,97 Rue Saint-denis 75001 Paris,0.951320909090909,75101_8525_00097,housenumber,652266.32,6862676.64,0.46453,97 Rue Saint-denis,75001,75101,Paris,Paris 1er Arrondissement,"75, Paris, Île-de-France",97,Rue Saint-denis
274,285,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,"lupin, b père & fils & co",,,,,,"fab châles soie et laine, bourre de soie et cachemires brochés en tout genre, gazes de soie, barèges et batistes",,,rue,,lepelletier,2,,chaussée antin,,,,,,,,precise_geocoding,jacoubet_paris,1,2.33834905830191,48.8721662010215,2  rue  lepelletier,Feature,Point,2.360275,48.89033,2 Rue de la Chapelle 75018 Paris,0.41716181818181813,75118_1769_00002,housenumber,653091.86,6865780.98,0.58878,2 Rue de la Chapelle,75018,75118,Paris,Paris 18e Arrondissement,"75, Paris, Île-de-France",2,Rue de la Chapelle
275,286,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,"charaudeau, pierre",,,,,,fab,,,rue,,cadet,7,,fbg mmt,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34270379325502,48.8747505904152,7  rue  cadet,Feature,Point,2.342754,48.874745,7 Rue Cadet 75009 Paris,0.9572290909090907,75109_1407_00007,housenumber,651792.73,6864058.52,0.52952,7 Rue Cadet,75009,75109,Paris,Paris 9e Arrondissement,"75, Paris, Île-de-France",7,Rue Cadet
